Indicator ID,Name,Notes
GFDD.AI.23,Mobile phone used to pay bills (% age 15+),The percentage of respondents who report using a mobile phone to pay bills in the past 12 months (% age 15+). 
GFDD.AI.24,Mobile phone used to send money (% age 15+),The percentage of respondents who report using a mobile phone to send money in the past 12 months (% age 15+).
GFDD.AI.25,"ATMs per 100,000 adults","For each country calculated as: 100,000*Number of ATMs/adult population in the reporting country."
GFDD.AI.26,Depositing/withdrawing at least once in a typical month (% age 15+),"Adults depositing/withdrawing at least once in a typical month (% age 15+). It is calculated as follows: (100 - ""0 deposits/withdrawals in typical month (% with an account,  age 15+)"" ) * (""Account at a formal financial institution (% age 15+)"") / 100.  ""0 deposits/withdrawals in typical month (% with an account,  age 15+)"" denotes the percentage of respondents with an account at a formal financial institution who report making zero deposits into or zero withdrawals from their personal account(s) in a typical month (also called “inactive account”). This includes cash or electronic deposits, or any time money is put into or removed from account(s) by self or others (% age 15+, with an account). ""Account at a formal financial institution (% age 15+)"" denotes the percentage of respondents with an account (self or together with someone else) at a bank, credit union, another financial institution (e.g., cooperative, microfinance institution), or the post office (if applicable) including respondents who reported having a debit card (% age 15+)."
GFDD.AI.27,Firms with a checking or savings account (%),Percentage of firms with a checking or savings account.
GFDD.AI.28,Firms using banks to finance investments (%),Percentage of firms using banks to finance purchases of fixed assets.
GFDD.AI.29,Firms using banks to finance working capital (%),Percentage of firms using bank loans to finance working capital.
GFDD.AI.30,Loans requiring collateral (%),Percentage of loans where a formal financial institution requires collateral in order to provide the financing.
GFDD.AI.31,Value of collateral needed for a loan (% of the loan amount),Value of collateral needed by a formal financial institution for a loan or line of credit as a percentage of the loan value or the value of the line of credit.
GFDD.AI.32,Firms not needing a loan (%),Percent of firms that did not apply for a loan in the last fiscal year because they did not need a loan. The denominator is the sum of all firms who applied and did not apply for a loan. The numerator is the number of firms who did not apply for a loan and also stated that they did not need a loan.
GFDD.AI.33,Firms whose recent loan application was rejected (%),Percent of firms whose most recent loan application was rejected by a formal financial institution.
GFDD.AI.34,Investments financed by banks (%),Estimated proportion of purchases of fixed assets that was financed from bank loans.
GFDD.AI.35,Working capital financed by banks (%),Proportion of the working capital that was financed by bank loans.
GFDD.AI.36,Firms identifying access to finance as a major constraint (%),"Percentage of firms identifying access/cost of finance as a ""major"" or ""very severe"" obstacle."
GFDD.AM.01,Value traded excluding top 10 traded companies to total value traded (%),Value of all traded shares outside of the top ten largest traded companies as a share of total value of all traded shares in a stock market exchange. WFE provides data on the exchange level. This variable is aggregated up to the country level by taking a simple average over exchanges.
GFDD.AM.02,Market capitalization excluding top 10 companies to total market capitalization (%),Value of listed shares outside of the top ten largest companies to total value of all listed shares. 
GFDD.AM.03,Nonfinancial corporate bonds to total bonds and notes outstanding (%),"Total amount of domestic nonfinancial corporate bonds and notes outstanding (BIS Table 16B) to total amount of domestic bonds and notes outstanding, both corporate and noncorporate (BIS Table 16A)."
GFDD.DI.01,Private credit by deposit money banks to GDP (%),"Private credit by deposit money banks and other financial institutions to GDP, calculated using the following deflation method:  {(0.5)*[Ft/P_et + Ft-1/P_et-1]}/[GDPt/P_at] where F is credit to the private sector, P_e is end-of period CPI, and P_a is average annual CPI. Raw data are from the electronic version of the IMF’s International Financial Statistics. Private credit by deposit money banks (IFS line 22d); GDP in local currency (IFS line 99B..ZF or, if not available, line 99B.CZF); end-of period CPI (IFS line 64M..ZF or, if not available, 64Q..ZF); and average annual CPI is calculated using the monthly CPI values (IFS line 64M..ZF)."
GFDD.DI.02,Deposit money banks'' assets to GDP (%),"Claims on domestic real nonfinancial sector by deposit money banks as a share of GDP, calculated using the following deflation method:  {(0.5)*[Ft/P_et + Ft-1/P_et-1]}/[GDPt/P_at] where F is deposit money bank claims, P_e is end-of period CPI, and P_a is average annual CPI. Raw data are from the electronic version of the IMF’s International Financial Statistics. Deposit money bank assets (IFS lines 22, a-d); GDP in local currency (IFS line 99B..ZF or, if not available, line 99B.CZF); end-of period CPI (IFS line 64M..ZF or, if not available, 64Q..ZF); and average annual CPI is calculated using the monthly CPI values (IFS line 64M..ZF)."
GFDD.DI.03,Nonbank financial institutions’ assets to GDP (%),"Claims on domestic real nonfinancial sector by other financial institutions as a share of GDP, calculated using the following deflation method: {(0.5)*[Ft/P_et + Ft-1/P_et-1]}/[GDPt/P_at]  where F is other financial institutions' claims, P_e is end-of period CPI, and P_a is average annual CPI. Raw data are from the electronic version of the IMF’s International Financial Statistics. Nonbank financial institutions assets (IFS lines 42, a-d, h, and s); GDP in local currency (IFS line 99B..ZF or, if not available, line 99B.CZF); end-of period CPI (IFS line 64M..ZF or, if not available, 64Q..ZF); and average annual CPI is calculated using the monthly CPI values (IFS line 64M..ZF)."
GFDD.DI.04,Deposit money bank assets to deposit money bank assets and central bank assets (%),"Raw data are from the electronic version of the IMF's International Financial Statistics (IFS lines 12 and 22, a-d)."
GFDD.DI.05,Liquid liabilities to GDP (%),"Ratio of liquid liabilities to GDP, calculated using the following deflation method: {(0.5)*[Ft/P_et + Ft-1/P_et-1]}/[GDPt/P_at] where F is liquid liabilities, P_e is end-of period CPI, and P_a is average annual CPI. Raw data are from the electronic version of the IMF's International Financial Statistics. Liquid liabilities (IFS lines 55L or, if not available, line 35L); GDP in local currency (IFS line 99B..ZF or, if not available, line 99B.CZF); end-of period CPI (IFS line 64M..ZF or, if not available, 64Q..ZF); and average annual CPI is calculated using the monthly CPI values (IFS line 64M..ZF) For Eurocurrency  area countries liquid liabilities are estimated by summing IFS items 34A, 34B and 35."
GFDD.DI.06,Central bank assets to GDP (%),"Claims on domestic real nonfinancial sector by the Central Bank as a share of GDP, calculated using the following deflation method:  {(0.5)*[Ft/P_et + Ft-1/P_et-1]}/[GDPt/P_at] where F is Central Bank claims, P_e is end-of period CPI, and P_a is average annual CPI. Raw data are from the electronic version of the IMF's International Financial Statistics. Central Bank claims (IFS lines 12, a-d); GDP in local currency (IFS line 99B..ZF or, if not available, line 99B.CZF); end-of period CPI (IFS line 64M..ZF or, if not available, 64Q..ZF); and average annual CPI is calculated using the monthly CPI values (IFS line 64M..ZF)."
GFDD.DI.07,Mutual fund assets to GDP (%),Data taken from a variety of sources such as Investment Company Institute and national sources.
GFDD.DI.08,Financial system deposits to GDP (%),"Demand, time and saving deposits in deposit money banks and other financial institutions as a share of GDP, calculated using the following deflation method:  {(0.5)*[Ft/P_et + Ft-1/P_et-1]}/[GDPt/P_at] where F is demand and time and saving deposits, P_e is end-of period CPI, and P_a is average annual CPI. Raw data are from the electronic version of the IMF’s International Financial Statistics. Financial system deposits (IFS lines 24, 25, 44, and 45); GDP in local currency (IFS line 99B..ZF or, if not available, line 99B.CZF); end-of period CPI (IFS line 64M..ZF or, if not available, 64Q..ZF); and average annual CPI is calculated using the monthly CPI values (IFS line 64M..ZF)."
GFDD.DI.09,Life insurance premium volume to GDP (%),Premium data is taken from various issues of Sigma reports (Swiss Re). Data on GDP in US dollars is from the electronic version of the World Development Indicators.
GFDD.DI.10,Non-life insurance premium volume to GDP (%),Premium data is taken from various issues of Sigma reports (Swiss Re). Data on GDP in US dollars is from the electronic version of the World Development Indicators.
GFDD.DI.11,Insurance company assets to GDP (%),Data taken from a variety of sources such as AXCO and national sources.
account_t_d,Account (% age 15+),
account_t_d_1,"Account, female (% age 15+)",
account_t_d_2,"Account, male (% age 15+)",
account_t_d_3,"Account, income, poorest 40% (% age 15+)",
account_t_d_4,"Account, income, richest 60% (% age 15+)",
account_t_d_5,Account (% ages 15-34),
account_t_d_6,Account (% ages 35-59),
account_t_d_7,Account (% age 60+),
fin11q1,SMEs with at least one female owner with a proportion of loans requiring collateral,
fin11q2,SMEs with a proportion of loans requiring collateral,
fin14q1,SMEs with at least one female owner with an outstanding loan or line of credit,
fin14q2,SMEs with an outstanding loan or line of credit,
fin15q1,SMEs with at least one female owner with an account at a formal financial institution,
fin15q2,SMEs with an account at a formal financial institution,
fin16_t_a,Saved for old age (% age 15+),
fin16_t_a_1,"Saved for old age, female (% age 15+)",
fin16_t_a_2,"Saved for old age, male (% age 15+)",
fin16_t_a_3,"Saved for old age, income, poorest 40% (% age 15+)",
fin16_t_a_4,"Saved for old age, income, richest 60% (% age 15+)",
fin16_t_a_5,Saved for old age (% ages 15-34),
fin16_t_a_6,Saved for old age (% ages 35-59),
fin16_t_a_7,Saved for old age (% age 60+),
fin17a_t_a,Saved at a financial institution (% age 15+),
fin17a_t_a_1,"Saved at a financial institution, female  (% age 15+)",
fin17a_t_a_2,"Saved at a financial institution, male (% age 15+)",
fin17a_t_a_3,"Saved at a financial institution, income, poorest 40% (% age 15+)",
fin17a_t_a_4,"Saved at a financial institution, income, richest 60% (% age 15+)",
fin17a_t_a_5,Saved at a financial institution (% ages 15-34),
fin17a_t_a_6,Saved at a financial institution (% ages 35-59),
fin17a_t_a_7,Saved at a financial institution (% age 60+),
fin22a_t_d,Borrowed from a financial institution or used a credit card (% age 15+),
fin22a_t_d_1,"Borrowed from a financial institution or used a credit card, female (% age 15+)",
fin22a_t_d_2,"Borrowed from a financial institution or used a credit card, male (% age 15+)",
fin22a_t_d_3,"Borrowed from a financial institution or used a credit card, income, poorest 40% (% age 15+)",
fin22a_t_d_4,"Borrowed from a financial institution or used a credit card, income, richest 60% (% age 15+)",
fin22a_t_d_5,Borrowed from a financial institution or used a credit card (% ages 15-34),
fin22a_t_d_6,Borrowed from a financial institution or used a credit card (% ages 35-59),
fin22a_t_d_7,Borrowed from a financial institution or used a credit card (% age 60+),
fin25a_t_a_s,Main source of emergency funds: savings (% age 15+),
fin25a_t_a_s_1,"Main source of emergency funds: savings, female  (% age 15+)",
fin25a_t_a_s_2,"Main source of emergency funds: savings, male (% age 15+)",
fin25a_t_a_s_3,"Main source of emergency funds: savings, income, poorest 40% (% age 15+)",
fin25a_t_a_s_4,"Main source of emergency funds: savings, income, richest 60% (% age 15+)",
fin25a_t_a_s_5,"Main source of emergency funds: savings, (% ages 15-34)",
fin25a_t_a_s_6,Main source of emergency funds: savings (% ages 35-59),
fin25a_t_a_s_7,Main source of emergency funds: savings (% age 60+),
fin4_t_d,Used a debit or credit card to make a purchase in the past year (% age 15+),
fin48_a,Has a national identity card (% age 15+),
fin48_a_1,"Has a national identity card, female (% age 15+)",
fin48_a_2,"Has a national identity card, male (% age 15+)",
1.1_YOUTH.LITERACY.RATE,"Literacy rate, youth total (% of people ages 15-24) ","The number of persons aged 15 to 24 years who can both read and write with understanding a short simple statement on their everyday life, divided by the population in that age group. Generally, ‘literacy’ also encompasses ‘numeracy’, the ability to make simple arithmetic calculations. For further country-specific definition details please refer to the source of information, the UNESCO Institute for Statistics (UIS): www.uis.unesco.org"
2.1_PRE.PRIMARY.GER,"School enrolment, preprimary, national source (% gross)","Pre-Primary Gross Enrolment Rate (GER): The number of pupils enrolled in pre-primary school, regardless of age, expressed as a percentage of the population in the theoretical age group in pre-primary school. The purpose of this indicator is to measure the general level of participation of children in Early Childhood Education (ECE) programs. Country-specific definition, method and targets are determined by countries themselves. "
2.2_GIR,"Gross intake ratio in grade 1, total, national source (% of relevant age group)","Gross intake ratio (GIR): This indicator measures the total number of new entrants in the first grade of primary education, regardless of age, expressed as a percentage of the population at the official primary school-entrance age. Country-specific definition, method and targets are determined by countries themselves. "
2.3_GIR.GPI,Gender parity index for gross intake ratio in grade 1,"Ratio of female to male values of gross intake ratio for primary first grade. Country-specific definition, method and targets are determined by countries themselves. "
2.4_OOSC.RATE,"Rate of out of school children, national source (% of relevant age group) ","Number of children of official primary school age who are not enrolled in primary or secondary school, expressed as a percentage of the population of official primary school age. This indicator is intended to measure the size of the population in the official primary school age range that should be targeted by policies and efforts to achieve universal primary education. Country-specific definition, method and targets are determined by countries themselves. "
2.5_PCR,"Primary completion rate, total, national source (% of relevant age group)","The Primary Completion Rate (PCR) is the percentage of pupils who completed the last year of primary schooling. It is computed by dividing the total number of students in the last grade of primary school minus repeaters in that grade, divided by the total number of children of official completing age. Country-specific definition, method and targets are determined by countries themselves."
2.6_PCR.GPI,Gender parity index for primary completion rate ,"Ratio of female to male values of Primary Completion Rate. Country-specific definition, method and targets are determined by countries themselves. "
2.7_PRI.SEC.TRANSITION.RATE,"Progression to secondary school, national source (%)","This indicator measures the number of new entrants to the first grade of secondary education (general programs only) in a given year, expressed as a percentage of the number of pupils enrolled in the final grade of primary education in the previous year. Country-specific definition, method and targets are determined by countries themselves. "
2.8_LOW.SEC.COMPLETION.RATE,"Lower secondary completion rate, total, national source (% of relevant age group)","The lower secondary school completion rate is the percentage of children who are completing the last year of lower secondary education. It is computed by dividing the total number of students in the last grade of lower secondary education school minus repeaters in that grade divided by the total number of children of official completing age. Country-specific definition, method and targets are determined by countries themselves. "
3.1_LOW.SEC.NEW.TEACHERS,"Lower secondary education, new teachers, national source","Persons employed for the first time in an official capacity to guide and direct the learning experience of pupils in lower secondary school, excluding educational personnel who have no active teaching duties. Country-specific definition, method and targets are determined by countries themselves. "
3.1_PRI.NEW.ENTRANTS,"Primary education, new entrants, national source","Pupils entering primary school for the first time, excluding repetears. Country-specific definition, method and targets are determined by countries themselves. "
3.11_LOW.SEC.CLASSROOMS,"Lower secondary education, classrooms, national source","Number of rooms or single accommodations, minimally equipped, in which a class of pupils in lower secondary school is taught. Country-specific definition, method and targets are determined by countries themselves."
3.12_LOW.SEC.NEW.CLASSROOMS,"Lower secondary education, new classrooms, national source","Number of rooms or single accommodations, minimally equipped, built for the first time in which a class of pupils in lower secondary school is taught. Country-specific definition, method and targets are determined by countries themselves. "
3.13_PRI.MATH.BOOK.PER.PUPIL,"Ratio of textbooks per pupil, primary education, mathematics","Number of books used by a single pupil used as a standard work for the study of the mathematics subject. Country-specific definition, method and targets are determined by countries themselves. "
3.14_PRI.LANGU.BOOK.PER.PUPIL,"Ratio of textbooks per pupil, primary education, language","Number of books used by a single pupil used as a standard work for the study of the primary language of instruction. Country-specific definition, method and targets are determined by countries themselves. "
3.15_LEARN.TIME.TEACHER.STUDY,Last study on effective learning time and teacher attendance (year),Date (year) of the most recent study carried out by any national or international entity on the effectiveness of the instruction time devoted to learning activities.
3.2_PRI.STUDENTS,"Primary education, pupils, national source","Total population of pupils in primary school, regardless of age. Country-specific definition, method and targets are determined by countries themselves. "
3.3_PRI.TEACHERS,"Primary education, teachers, national source","Persons employed in an official capacity to guide and direct the learning experience of pupils in primary school, excluding educational personnel who have no active teaching duties. Country-specific definition, method and targets are determined by countries themselves. "
3.4_PRI.NEW.TEACHERS,"Primary education, new teachers, national source","Persons employed for the first time in an official capacity to guide and direct the learning experience of pupils in primary school. Country-specific definition, method and targets are determined by countries themselves. "
3.5_PRI.CLASSROOMS,"Primary education, classrooms, national source","Number of rooms or single accommodations, minimally equipped, in which a class of pupils in primary school is taught. Country-specific definition, method and targets are determined by countries themselves.  "
3.6_PRI.NEW.CLASSROOMS,"Primary education, new classrooms, national source","Number of rooms or single accommodations, minimally equipped, built for the first time in which a class of pupils in primary school is taught. Country-specific definition, method and targets are determined by countries themselves. "
3.7_LOW.SEC.NEW.ENTRANTS,"Lower Secondary education, new entrants, national source","Pupils entering lower secondary school for the first time, excluding repeaters. Country-specific definition, method and targets are determined by countries themselves.  "
3.8_LOW.SEC.STUDENTS,"Lower secondary education, pupils, national source","Total population of pupils in lower secondary school, regardless of age. Country-specific definition, method and targets are determined by countries themselves. "
3.9_LOW.SEC.TEACHERS,"Lower secondary education, teachers, national source","Persons employed in an official capacity to guide and direct the learning experience of pupils in lower secondary school, excluding educational personnel who have no active teaching duties. Country-specific definition, method and targets are determined by countries themselves. "
4.1_TOTAL.EDU.SPENDING,Public spending on total education (% of total public spending),"Public expenses devoted to the education sector, including recurrent and capital expenditures and teacher salaries, expressed as a percentage of the total general government expenses. Country-specific definition, method and targets are determined by countries themselves. "
4.2_BASIC.EDU.SPENDING,Public spending on basic education (% of public spending on total education),"Public expenses devoted to the basic education sector, including recurrent and capital expenditures and teacher salaries, expressed as a percentage of the public spending on total education. Country-specific definition, method and targets are determined by countries themselves. "
4.3_TOTAL.EDU.RECURRENT,Public recurrent spending on total education (% of total public recurrent spending),"Public recurrent expenses devoted to the education sector, expressed as a percentage of the total general government recurrent expenses. Country-specific definition, method and targets are determined by countries themselves. "
4.4_BASIC.EDU.RECURRENT,Public recurrent spending on basic education (% of public recurrent spending on total education),"Public recurrent expenses devoted to the basic education sector, expressed as a percentage of the public recurrent spending on total education. Country-specific definition, method and targets are determined by countries themselves. "
5.1.1_AFG.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Afghanistan (USD million)","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_ALB.TOTA.AID.WB,"International aid disbursed to total education, World Bank to Albania (USD million)","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_BFA.TOTA.AID.CIDA,"International aid disbursed to total education, CIDA to Burkina Faso (USD million)","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_CAF.TOT.AID.GPE," International aid disbursed to total education, Global Partnership for Education to Central African Republic (USD million)  ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_CIV.TOTA.AID.AFDB," International aid disbursed to total education, AfDB to Côte d'Ivoire (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_CMR.TOTA.AID.BAD,"International aid disbursed to total education, AfDB to Cameroun (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_DJI.TOTA.AID.WB,"International aid disbursed to total education, World Bank (IDA) to Djibouti (USD million)","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_ETH.TOTA.AID.ADB,"International aid disbursed to total education, ADB to Ethiopia (USD million)","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_GEO.TOTA.AID.EC,"International aid disbursed to total education, European Commission to Georgia (USD million)","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_GHA.TOTA.AID.DFID,"International aid disbursed to total education, DFID to Djibouti (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_GIN.TOTA.AID.ADPP.AFD,"International aid disbursed to total education, AFD to Guinea (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_GNB.TOTA.AID.ADPP.EU,"International aid disbursed to total education, ADPP (European Union) to Guinea Bissau (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_KGZ.TOTA.AID.ADPP.EU," International aid disbursed to total education, European Commission to Kyrgyzstan (USD million)  ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_KHM.TOTA.AID.BAD," International aid disbursed to total education, AfDB to Cambodia (USD million)  ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_LAO.TOTA.AID.ADB," International aid disbursed to total education, ADB to Laos (USD million)  ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_LBR.TOTA.AID.UNICEF," International aid disbursed to total education, UNICEF to Liberia (USD million)  ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_MDA.TOTA.AID.UNICEF," International aid disbursed to total education, UNICEF to Moldova (USD million)  ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_MDG.TOTA.AID.WB, International aid to total education executed by World Bank (including GPE funds) in Madagascar (USD million)  ,"International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_MOZ.TOTA.AID.CAN," International aid disbursed to total education, Canada to Mozambique (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_MRT.TOTA.AID.AFD,"International aid disbursed to total education, AFD to Mauritania (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_MWI.TOTA.AID.AFDB,"International aid disbursed to total education, AfDB to Malawi (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
5.1.1_NER.TOTA.AID.AFD,"International aid disbursed to total education, AFD to Niger (USD million) ","International concessional aid disbursed by the reporting development partner to the total education sector in the specific developing country. Targets indicate scheduled or projected aid. Accounted aid includes activities, projects, technical cooperation and sector and budget support (20%), as it was reported by the donor to the Global Partnership for Education."
1.1_ACCESS.ELECTRICITY.TOT,Access to electricity (% of total population),Access to electricity is the percentage of population with access to electricity.
1.1_TOTAL.FINAL.ENERGY.CONSUM,Total final energy consumption (TFEC),Total final energy consumption (TFEC): This indicator is derived form energy balances statistics and is equivalent to total final consumption excluding non-energy use.
1.2_ACCESS.ELECTRICITY.RURAL,Access to electricity (% of rural population),Access to electricity is the percentage of rural population with access to electricity. 
1.3_ACCESS.ELECTRICITY.URBAN,Access to electricity (% of urban population),Access to electricity is the percentage of total population with access to electricity. 
2.1_ACCESS.CFT.TOT,Access to Clean Fuels and Technologies for cooking (% of total population),
2.1_SHARE.TOTAL.RE.IN.TFEC,Renewable energy consumption(% in TFEC),Renewable energy consumption(% in TFEC): Share of renewables energy in total final energy consumption
3.1_RE.CONSUMPTION,Renewable energy consumption (TJ),"Renewable energy consumption (TJ): This indicator includes renewable energy consumption of all technologies: hydro, modern and traditional biomass, wind, solar, liquid biofuels, biogas, geothermal, marine and waste"
4.1.1_TOTAL.ELECTRICITY.OUTPUT,Total electricity output (GWh),Total electricity output (GWh): Total number of GWh generated by all power plants
4.1.2_REN.ELECTRICITY.OUTPUT,Renewable energy electricity output (GWh),"Renewable energy electricity output (GWh): Total number of GWh generated by renewable power plants, including wind, solar PV, solar thermal, hydro, marine, geothermal, biomass, renewable municipal waste, liquid biofuels and biogas. Electricity production for hydro pumpted storage is excluded."
4.1_SHARE.RE.IN.ELECTRICITY,Renewable electricity (% in total electricity output),Renewable electricity (% in total electricity output): Share of electrity generated by renewable power plants in total electricity generated by all types of plants
6.1_PRIMARY.ENERGY.INTENSITY,Energy intensity level of primary energy (MJ/$2005 PPP),Energy intensity level of primary energy (MJ/$2005 PPP): A ratio between energy supply and gross domestic product measured at purchasing power parity. Energy intensity is an indication of how much energy is used to produce one unit of economic output. Lower ratio indicates that less energy is used to produce one unit of output. 
1.0.HCount.1.90usd,Poverty Headcount ($1.90 a day),The poverty headcount index measures the proportion of the population with daily per capita income (in 2011 PPP) below the poverty line.
1.0.HCount.2.5usd,Poverty Headcount ($2.50 a day),The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
1.0.HCount.Mid10to50,Middle Class ($10-50 a day) Headcount,The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
1.0.HCount.Ofcl,Official Moderate Poverty Rate-National,The poverty headcount index measures the proportion of the population with daily per capita income below the official poverty line developed by each country.
1.0.HCount.Poor4uds,Poverty Headcount ($4 a day),The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
1.0.HCount.Vul4to10,Vulnerable ($4-10 a day) Headcount,The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
1.0.PGap.1.90usd,Poverty Gap ($1.90 a day),The poverty gap captures the mean aggregate income or consumption shortfall relative to the poverty line across the entire population. It measures the total resources needed to bring all the poor to the level of the poverty line (averaged over the total population). 
1.0.PGap.2.5usd,Poverty Gap ($2.50 a day),The poverty gap captures the mean aggregate income or consumption shortfall relative to the poverty line across the entire population. It measures the total resources needed to bring all the poor to the level of the poverty line (averaged over the total population). 
1.0.PGap.Poor4uds,Poverty Gap ($4 a day),The poverty gap captures the mean aggregate income or consumption shortfall relative to the poverty line across the entire population. It measures the total resources needed to bring all the poor to the level of the poverty line (averaged over the total population). 
1.0.PSev.1.90usd,Poverty Severity ($1.90 a day),The poverty severity index combines information on both poverty and inequality among the poor by averaging the squares of the poverty gaps relative the poverty line
1.0.PSev.2.5usd,Poverty Severity ($2.50 a day),The poverty severity index combines information on both poverty and inequality among the poor by averaging the squares of the poverty gaps relative the poverty line
1.0.PSev.Poor4uds,Poverty Severity ($4 a day),The poverty severity index combines information on both poverty and inequality among the poor by averaging the squares of the poverty gaps relative the poverty line
1.1.HCount.1.90usd,Poverty Headcount ($1.90 a day)-Rural,The poverty headcount index measures the proportion of the population with daily per capita income (in 2011 PPP) below the poverty line.
1.1.HCount.2.5usd,Poverty Headcount ($2.50 a day)-Rural,The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
1.1.HCount.Mid10to50,Middle Class ($10-50 a day) Headcount-Rural,The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
1.1.HCount.Ofcl,Official Moderate Poverty Rate- Rural,The poverty headcount index measures the proportion of the population with daily per capita income below the official poverty line developed by each country.
1.1.HCount.Poor4uds,Poverty Headcount ($4 a day)-Rural,The poverty headcount index measures the proportion of the population with daily per capita income (in 2005 PPP) below the poverty line.
